OP,NOMBRE DE PRODUCTO (IGUAL A LA OP),LOTE,¿BR COMPLETO?,OBSERVACIONES ,UBICACIÓN ASIGNADA,,,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 4000 ML,510FO15,2027-10,4919-DB,2028-10,1000 L,QOPPA,,,,
MELOXIDOL,MELOXIDOL X 10 ML,510ME03,2027-10,7872-MV,2028-10,200 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 50 ML,510ME03,2027-10,7872-MV,2028-10,200 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 100 ML,510ME03,2027-10,7872-MV,2028-10,200 L,DECNO,,,,
FERRYDECK,FERRYDECK X 10 ML,510FD03,2027-10,11013-MV,2028-10,300L,DECNO,,,,
FERRYDECK,FERRYDECK X 50 ML,510FD03,2027-10,11013-MV,2028-10,300L,DECNO,,,,
FERRYDECK,FERRYDECK X 100 ML,510FD03,2027-10,11013-MV,2028-10,300L,DECNO,,,,
AUROPUPPY,"AUROPUPPY X 2,5 ML",509PE02,2028-11,2538-DB,2029-11,200 L,QOPPA,,,,
AUROPUPPY,AUROPUPPY X 5 ML,509PE02,2028-11,2538-DB,2029-11,200 L,QOPPA,,,,
SULFACOCCIDIOL,SULFACOCCIDIOL X 1 KG,510SC06,2029-10,3106-DB,2030-10,300 KG,PROQUIVET,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,510FO13,2027-10,4919-DB,2028-10,1000 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 4000 ML,510FO14,2027-10,4919-DB,2028-10,1000 L,QOPPA,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 20 ML,510NF06,2028-05,7933-MV,2029-05,1000 L,QOPPA,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,510NF06,2028-05,7933-MV,2029-05,1000 L,QOPPA,,,,
DOXYCOL,DOXYCOL X  1KG,510DO07,2027-11,10756-MV,2028-11,300 KG,PROQUIVET,,,,
AUROTEL,AUROTEL X 10  ML,509AU03,2027-11,4474-DB,2028-11,400 L,QOPPA,,,,
AUROTEL,"AUROTEL X 2,5 ML",509AU03,2027-11,4474-DB,2028-11,400 L,QOPPA,,,,
AUROTEL,AUROTEL X 5 ML,509AU03,2027-11,4474-DB,2028-11,400 L,QOPPA,,,,
ERIPANTO INYECTABLE,ERIPANTO INYECTABLE X 50 ML,510EI02,2028-11,4797-DB,2029-11,300 LT,DECNO,,,,
ERIPANTO INYECTABLE,ERIPANTO INYECTABLE X 100 ML,510EI02,2028-11,4797-DB,2029-11,300 LT,DECNO,,,,
ERIPANTO INYECTABLE,ERIPANTO INYECTABLE X 250 ML,510EI02,2028-11,4797-DB,2029-11,300 LT,DECNO,,,,
AUROVITEL,AUROVITEL X 10 G,510AV03,2028-10,4551-DB,2029-10,300 KG,PROQUIVET,,,,
AUROVITEL,AUROVITEL X 20 G,510AV04,2027-10,4551-DB,2028-10,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,510CX22,2027-11,10661-MV,2028-11,300 kg,PROQUIVET,,,,
Q-FOS 25,Q-FOS 25 X 250 G,511FS05,2027-11,8135-MV,2028-11,300 kg,FARMANDINA,,,,
Q-FOS 25,Q-FOS 25 X 1 KG,511FS06,2027-11,8135-MV,2028-11,300 kg,FARMANDINA,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,510AC12,2028-10,4638-DB,2029-10,300 KG,PROQUIVET,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,511TT14,2027-05,7934-MV,2028-05,500 KG,FARMANDINA,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,511TT15,2027-05,7934-MV,2028-05,335 KG,FARMANDINA,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,510CI22,2028-11,6671-MV,2029-11,2000 L,INSEC,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,508BO06,2029-01,6009-MV,2030-01,800L,DECNO,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,510BO07,2029-01,6009-MV,2030-01,500 L,DECNO,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,512CI24,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,512CI24,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,510CI23,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 20 ML - Caja x 12 Frascos,510CI23,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,510CI23,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,512CI25,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,512CI25,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
AUROZOLE 25 CO,AUROZOLE 25 CO X 120 ML,511AZ02,2027-11,6631-MV,2028-11,500 L,QOPPA,,,,
AUROZOLE 25 CO,AUROZOLE 25 CO X 500 ML,511AZ02,2027-11,6631-MV,2028-11,500 L,QOPPA,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,512CI26,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 20 ML - Caja x 12 Frascos,512CI26,2028-12,6671-MV,2029-12,2000 L,INSEC,,,,
DOXYCOL,DOXYCOL X  1KG,510DO08,2027-11,10756-MV,2028-11,300 KG,PROQUIVET,,,,
DOXYCOL,DOXYCOL X  1KG,510DO09,2027-11,10756-MV,2028-11,100 KG,PROQUIVET,,,,
MELOXIDOL,MELOXIDOL X 100 ML,511ME04,2027-12,7872-MV,2028-12,200 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 100 ML AFRICA,511ME04,2027-12,7872-MV,2028-12,200 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 50 ML,511ME04,2027-12,7872-MV,2028-12,200 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 100 ML,511ME05,2027-12,7872-MV,2028-12,200 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 100 ML AFRICA,511ME05,2027-12,7872-MV,2028-12,200 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 50 ML,511ME05,2027-12,7872-MV,2028-12,200 L,DECNO,,,,
PENIDEXINA,PENIDEXINA 4 MILLONES,508PS01,2026-08,6292-MV,2027-08,,LIXMAR,,,,
PENIDEXINA,PENIDEXINA 8 MILLONES,508PS01,2026-08,6292-MV,2027-08,,LIXMAR,,,,
Q-TARTILO 100,Q-TARTILO 100 X 50 G,511TT13,2027-05,7934-MV,2028-05,300 KG,FARMANDINA,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 10 ML,510SI05,2028-12,5320-DB,2029-12,150 L,DECNO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 100 ML,510SI05,2028-12,5320-DB,2029-12,150 L,DECNO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 50 ML,510SI05,2028-12,5320-DB,2029-12,150 L,DECNO,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 4000 ML,511FO18,2027-12,4919-DB,2028-12,1000 L,QOPPA,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 10 ML,511SI06,2028-12,5320-DB,2029-12,150 L,DECNO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 100 ML,511SI06,2028-12,5320-DB,2029-12,150 L,DECNO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 50 ML,511SI06,2028-12,5320-DB,2029-12,150 L,DECNO,,,,
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 1000 ML,510SO04,2027-11,5630-DB,2028-11,1000 l,QOPPA,,,,
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 50 ML,510SO04,2027-11,5630-DB,2028-11,1000 l,QOPPA,,,,
ANAPIRAN INYECTABLE,ANAPIRAN INYECTABLE X 250 ML,507AN07,2027-07,5906-DB,2028-07,600 L,DECNO,,,,
PRODUCTO,PRESENTACION,UNIDADES TEORICAS A FABRICAR,LOTE,TAMAÑO DE LOTE,F.F.,F.V.,F.V. REG ICA OPORTUNA,F.D. BR,VIGENCIA REG. ICA,LICENCIA ICA,MAQUILADOR REAL
AUROMECK INYECTABLE,AUROMECK INYECTABLE X 50 ML,1000,601AM01,500 L,2026-01,2029-01,2029-01,2030-01,36,5304-DB,DECNO
AUROMECK INYECTABLE,AUROMECK INYECTABLE X 200 ML,500,601AM01,500 L,2026-01,2029-01,2029-01,2030-01,36,5304-DB,DECNO
AUROMECK INYECTABLE,AUROMECK INYECTABLE X 500 ML,700,601AM01,500 L,2026-01,2029-01,2029-01,2030-01,36,5304-DB,DECNO
CREO- TAY,CREO-TAY X 120 ML,5000,511CT06,1000 L,2026-03,2028-03,2028-03,2029-03,24,2262-DB,FARMATEC
CREO- TAY,CREO- TAY X 1000 ML,400,511CT06,1000 L,2026-02,2028-02,2028-02,2029-02,24,2262-DB,FARMATEC
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 50 ML,1500,601QI01,500,2026-01,2029-01,2029-01,2030-01,36,8008-MV,DECNO
Q-IVERMEC 3.5,Q-IVERMEC 3.5 ML X 250 ML,500,601QI01,500,2026-01,2029-01,2029-01,2030-01,36,8008-MV,DECNO
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 500 ML,600,601QI01,500,2026-01,2029-01,2029-01,2030-01,36,8008-MV,DECNO
AUROFARVIT ORAL,AUROFARVIT ORAL X 4000 ML,250,511FO18,1000 L,2026-01,2028-01,2028-01,2029-01,24,4919-DB,QOPPA
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 1000 ML,1000,601SO01,1000 L,2026-02,2028-02,2028-02,2029-02,24,5630-DB,QOPPA
VANOVET,VANOVET X 120 ML,4167,511VV07,1000 L,2026-02,2029-02,2029-02,2030-02,36,2497-DB,FARMATEC
VANOVET,VANOVET X 1000 ML,500,511VV07,1000 L,2026-02,2029-02,2029-02,2030-02,36,2497-DB,FARMATEC
Q-OXY 200,Q-OXY 200 L.A X 50 ML,1500,601OX01,500 L,2026-02,2028-02,2028-02,2029-02,24,8107-MV,DECNO
Q-OXY 200,Q-OXY 200 L.A X 100 ML,1250,601OX01,500 L,2026-02,2028-02,2028-02,2029-02,24,8107-MV,DECNO
Q-OXY 200,Q-OXY 200 L.A X 250 ML,1200,601OX01,500 L,2026-02,2028-02,2028-02,2029-02,24,8107-MV,DECNO
AUROPETS JABON,AUROPETS JABON X 100 G,5000,601AJ01,1000 KG,2026-02,2029-02,2029-02,2030-02,36,10524-MV,ARJONA
AURO UNGÜENTO,AURO UNGUENTO X 100 G,1000,601UG01,200 KG,2026-02,2030-02,2030-02,2031-02,48,3439-BD,QOPPA
AURO UNGÜENTO,AURO UNGUENTO X 500 G,200,601UG01,200 KG,2026-02,2030-02,2030-02,2031-02,48,3439-BD,QOPPA
CABATEL NF,CABATEL NF X 20 ML,150,501CN01,300 L,2026-02,2028-02,2028-02,2029-02,24,10488-MV,QOPPA
CABATEL NF,CABATEL NF X 500 ML,594,501CN01,300 L,2026-02,2028-02,2028-02,2029-02,24,10488-MV,QOPPA
Q-NORFLOXAN,Q-NORFLOXAN X 20 ML,2400,601NF01,1000 L,2026-01,2028-07,2028-07,2029-07,30,7933-MV,QOPPA
Q-NORFLOXAN,Q-NORFLOXAN X 100 ML,9520,601NF01,1000 L,2026-01,2028-07,2028-07,2029-07,30,7933-MV,QOPPA
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE  X 10 ML - Caja x 12 Frascos,3100,602FI01,500 L,2026-02,2028-02,2028-02,2029-02,24,4946-DB,DECNO
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE  X 50 ML,31380,602FI01,500 L,2026-02,2028-02,2028-02,2029-02,24,4946-DB,DECNO
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE X 100 ML,2000,602FI01,500 L,2026-02,2028-02,2028-02,2029-02,24,4946-DB,DECNO
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE X 500 ML,220,602FI01,500 L,2026-02,2028-02,2028-02,2029-02,24,4946-DB,DECNO
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE X 250 ML,2000,602FI02,500L,2026-02,2028-02,2028-02,2029-02,24,4946-DB,DECNO
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,3000,602CI01,2000 L,2026-02,2029-02,2029-02,2030-02,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,500,602CI01,2000 L,2026-02,2029-02,2029-02,2030-02,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,2000,602CI02,2000 L,2026-02,2029-02,2029-02,2030-02,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,2000,602CI03,2000 L,2026-02,2029-02,2029-02,2030-02,36,6671-MV,INSEC
PORCIX,PORCIX X 20 G,15000,602PO01,300 KG,2026-02,2030-02,2030-02,2031-02,48,2539-DB,FARMANDINA
PORCIX,PORCIX X 20 G,15000,602PO02,300 KG,2026-03,2030-03,2030-03,2031-03,48,2539-DB,FARMANDINA
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 100 ML,9000,603CI04,2000 L,2026-03,2029-03,2029-03,2030-03,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,1100,603CI04,2000 L,2026-03,2029-03,2029-03,2030-03,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,4000,603CI05,2000 L,2026-03,2029-03,2029-03,2030-03,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML EMIRATOS,2000,603CI06,2000 L,2026-03,2029-03,,2030-03,,,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,1000,603CI07,2000 L,2026-03,2029-03,2029-03,2030-03,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML EMIRATOS,1000,603CI07,2000 L,2026-03,2029-03,,2030-03,,6671-MV,INSEC
AUROZOLE 25 CO,AUROZOLE 25 CO X 1000 ML,1000,601AZ01,1000 L,2026-03,2028-03,2028-03,2029-03,24,6631-MV,QOPPA
VANOVET,VANOVET X 1000 ML,3,511VV08,1001 L,2026-03,2029-03,2029-03,2030-03,36,2497-DB,FARMATEC
VANOVET,VANOVET X 3750 ML,266,511VV08,1001 L,2026-03,2029-03,2029-03,2030-03,36,2497-DB,FARMATEC
FLORMIX,FLORMIX X 1000 ML,1000,603FX01,1000 L,2026-03,2028-03,2028-03,2029-03,24,10453-MV,QOPPA
FLORMIX,FLORMIX X 2000 ML,500,603FX02,1000 L,2026-03,2028-03,2028-03,2029-03,24,10453-MV,QOPPA
FLORMIX,FLORMIX X 4000 ML,125,603FX03,500 L,2026-03,2028-03,2028-03,2029-03,24,10453-MV,QOPPA
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,8334,604FO04,1000 L,2026-04,2028-04,2028-04,2029-04,24,4919-DB,QOPPA
AUROFARVIT ORAL,AUROFARVIT ORAL  X 1000 ML,1000,604FO03,1000 L,2026-04,2028-04,2028-04,2029-04,24,4919-DB,QOPPA
AUROFARVIT ORAL,AUROFARVIT ORAL X 4000 ML,250,604FO02,1000L,2026-04,2028-04,2028-04,2029-04,24,4919-DB,QOPPA
AUROFARVIT ORAL,AUROFARVIT ORAL X 4000 ML,250,604FO01,1000 L,2026-04,2028-04,2028-04,2029-04,24,4919-DB,QOPPA
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,2000,604CI08,1000 L,2026-05,2029-05,2029-05,2030-05,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,2000,604CI09,1000 L,2026-05,2029-05,2029-05,2030-05,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,2000,604CI10,1000 L,2026-05,2029-05,2029-05,2030-05,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 100 ML,7000,604CI11,2000 L,2026-05,2029-05,2029-05,2030-05,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,2600,604CI11,2000 L,2026-05,2029-05,2029-05,2030-05,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,1800,604CI12,2000 L,2026-05,2029-05,2029-05,2030-05,36,6671-MV,INSEC
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,1100,604CI12,2000 L,2026-05,2029-05,2029-05,2030-05,36,6671-MV,INSEC
PORCIX,PORCIX X 20 G,15000,602PO01,300 KG,2026-05,2030-05,2030-05,2031-05,48,2539-DB,PROQUIVET
PORCIX,PORCIX X 20 G,15000,602PO02,300 KG,2026-05,2030-05,2030-05,2031-05,48,2539-DB,PROQUIVET
PORCIX,PORCIX X 20 G,10000,602PO03,200 KG,2026-05,2030-05,2030-05,2031-05,48,2539-DB,PROQUIVET
ANAPIRAN FRASCO,ANAPIRAN FRASCO X 50 ML,1000,602AN01,500 L,2026-05,2028-05,2028-05,2029-05,24,5906-DB,DECNO
ANAPIRAN INYECTABLE,ANAPIRAN INYECTABLE X 250 ML,1000,602AN01,500 L,2026-05,2028-05,2028-05,2029-05,24,5906-DB,DECNO
ANAPIRAN FRASCO,ANAPIRAN FRASCO X 500 ML,400,602AN01,500 L,2026-05,2028-05,2028-05,2029-05,24,5906-DB,DECNO
MELOXIDOL,MELOXIDOL X 50 ML,150,602ME01,200 L,2026-05,2028-05,2028-05,2029-05,24,7872-MV,DECNO
MELOXIDOL,MELOXIDOL X 100 ML,1925,602ME01,200 L,2026-05,2028-05,2028-05,2029-05,24,7872-MV,DECNO
MELOXIDOL,MELOXIDOL X 50 ML,3500,602ME02,200 L,2026-05,2028-05,2028-05,2029-05,24,7872-MV,DECNO
MELOXIDOL,MELOXIDOL X 100 ML,3300,602ME02,200 L,2026-05,2028-05,2028-05,2029-05,24,7872-MV,DECNO
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 1000 ML,1000,605SO02,1000 L,2026-05,2028-05,2028-05,2029-05,24,5630-DB,QOPPA
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 1000 ML,1000,605SO03,1000 L,2026-05,2028-05,2028-05,2029-05,24,5630-DB,QOPPA
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 10 ML,1000,605SO04,1000 L,2026-05,2028-05,2028-05,2029-05,24,5630-DB,QOPPA
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 50 ML,3500,605SO04,1000 L,2026-05,2028-05,2028-05,2029-05,24,5630-DB,QOPPA
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 100 ML,7250,605SO04,1000 L,2026-05,2028-05,2028-05,2029-05,24,5630-DB,QOPPA
Q-OXY 200,Q-OXY 200 L.A X 500 ML,2000,601OX02,1000 L,2026-05,2028-05,2028-05,2029-05,24,8107-MV,DECNO
AUROTEL,AUROTEL X 250 ML,1600,605AU01,400 L,2026-06,2028-06,2028-06,2029-06,24,4474-DB,QOPPA
AUROTEL,AUROTEL X 250 ML,800,605AU02,200 L,2026-06,2028-06,2028-06,2029-06,24,4474-DB,QOPPA
QTYCON,QTYCON X 30  G,10000,603QT01,300 KG,2026-05,2028-05,2028-05,2029-05,24,5554-MV,QOPPA
FERRYDECK,FERRYDECK X 10 ML,7000,604FD01,300 L,2026/08,2028/08,2028-08,2029-08,24,11013-MV,DECNO
FERRYDECK,FERRYDECK X 50 ML,3800,604FD01,300 L,2026/08,2028/08,2028-08,2029-08,24,11013-MV,DECNO
FERRYDECK,FERRYDECK X 100 ML,400,604FD01,300 L,2026/08,2028/08,2028-08,2029-08,24,11013-MV,DECNO
AUROMECK INYECTABLE,AUROMECK INYECTABLE X 50 ML,1000,605AM02,300 L,2026-06,2029-06,2029-06,2030-06,36,5304-DB,DECNO
AUROMECK INYECTABLE,AUROMECK INYECTABLE X 200 ML,450,605AM02,300 L,2026-06,2029-06,2029-06,2030-06,36,5304-DB,DECNO
AUROMECK INYECTABLE,AUROMECK INYECTABLE X 500 ML,320,605AM02,300 L,2026-06,2029-06,2029-06,2030-06,36,5304-DB,DECNO
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 50 ML,1500,605QI02,1000 L,2026-06,2029-06,2029-06,2030-06,36,8008-MV,DECNO
Q-IVERMEC 3.5,Q-IVERMEC 3.5 ML X 250 ML,1500,605QI02,1000 L,2026-06,2029-06,2029-06,2030-06,36,8008-MV,DECNO
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 500 ML,1100,605QI02,1000 L,2026-06,2029-06,2029-06,2030-06,36,8008-MV,DECNO
AUROZOLE 25 CO,AUROZOLE 25 CO X 2000 ML,500,605AZ02,1000 L,2026-06,2028-06,2028-06,2029-06,24,6631-MV,QOPPA
AUROZOLE 25 CO,AUROZOLE 25 CO X 120 ML,2500,605AZ03,1000 L,2026-06,2028-06,2028-06,2029-06,24,6631-MV,QOPPA
AUROZOLE 25 CO,AUROZOLE 25 CO X 500 ML,1112,605AZ03,1000 L,2026-06,2028-06,2028-06,2029-06,24,6631-MV,QOPPA
AUROZOLE 25 CO,AUROZOLE 25 CO X 1000 ML,144,605AZ03,1000 L,2026-06,2028-06,2028-06,2029-06,24,6631-MV,QOPPA
AUROFRESH CHAMPU,AUROFRESH CHAMPU X 120ML MASCOTAS,8334,606AF01,1000 L,2026-06,2028-06,2028-06,2029-06,24,10506-MV,QOPPA
AUROFRESH CHAMPU,AUROFRESH CHAMPU X 250ML MASCOTAS,400,606AF02,1000 L,2026-06,2028-06,2028-06,2029-06,24,10506-MV,QOPPA
AUROFRESH CHAMPU,AUROFRESH CHAMPU X 1000ML MASCOTAS,300,606AF02,1000 L,2026-06,2028-06,2028-06,2029-06,24,10506-MV,QOPPA
AUROFRESH CHAMPU,AUROFRESH CHAMPU X 2000ML EQUINOS,300,606AF02,1000 L,2026-06,2028-06,2028-06,2029-06,24,10506-MV,QOPPA
CABATEL,CABATEL X 20 ML,4500,606CA01,100 L,2026-06,2029-06,2029-06,2030-06,36,2332-DB,QOPPA
CABATEL,CABATEL X 500 ML,20,606CA01,100 L,2026-06,2029-06,2029-06,2030-06,36,2332-DB,QOPPA
AUROPETS JABON,AUROPETS JABON X 100 G,10000,606AJ02,1000 KG,2026-06,2029-06,2029-06,2030-06,36,10524-MV,ARJONA
ERIPANTO,ERIPANTO X 24 G,12500,606EP01,300 KG ,2026-06,2029-06,2029-06,2030-06,36,2347-DB,PROQUIVET
AUROCHAMPU-P,AUROCHAMPU-P X 120 ML,2000,606AP01,240 L,2026-07,2029-07,2029-07,2030-07,36,6343-MV,RATAR
AUROCHAMPU-P,AUROCHAMPU-P X 120 ML,2000,606AP02,240 L,2026-07,2029-07,2029-07,2030-07,36,6343-MV,RATAR
AUROCHAMPU-P,AUROCHAMPU-P X 120 ML,1000,606AP03,120 L,2026-06,2029-06,2029-06,2030-06,36,6343-MV,RATAR
RAFOXANIDE,RAFOXANIDE X 30 ML,2100,606RA01,400 L,2026-06,2029-06,2029-06,2030-06,36,3678-DB,PROQUIVET
RAFOXANIDE,RAFOXANIDE X 120 ML,2809,606RA01,400 L,2026-06,2029-06,2029-06,2030-06,36,3678-DB,PROQUIVET
RAFOXANIDE,RAFOXANIDE X 1000 ML,500,606RA02,500 L,2026-06,2029-06,2029-06,2030-06,36,3678-DB,PROQUIVET
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,2000,606CI13,2000 L,2026 -06,2029-06,2029-06,2030-06,36,6671-MV,INSEC
AUROTILMICOSIN GOTERO,AUROTILMICOSIN GOTERO X 10 ML   -  Caja x 12 goteros,29984,606AT01,500 L,2026-07,2029-07,2029-07,2030-07,36,10424-MV,QOPPA
AUROTILMICOSIN,AUROTILMICOSIN X 240 ML,834,606AT01,500 L,2026-07,2029-07,2029-07,2030-07,36,10424-MV,QOPPA
AUROTILMICOSIN,AUROTILMICOSIN X 1 L,500,606AT02,500 L,2026-07,2029-07,2029-07,2030-07,36,10424-MV,QOPPA
Q-NORFLOXAN,Q-NORFLOXAN X 20 ML,20000,606NF02,1000 L,2026-06,2028-12,2028-12,2029-12,30,7933-MV,QOPPA
Q-NORFLOXAN,Q-NORFLOXAN X 100 ML,6000,606NF02,1000 L,2026-06,2028-12,2028-12,2029-12,30,7933-MV,QOPPA
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,1000,606NF03,1000 L,2026-06,2028-12,2028-12,2029-12,30,7933-MV,QOPPA
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,1000,606NF04,1000 L,2026-07,2028-12,2029-01,2029-12,30,7933-MV,QOPPA
AURO UNGÜENTO,AURO UNGUENTO X 100 G,800,606UG02,200 KG,2026-07,2030-07,2030-07,2031-07,48,3439-BD,QOPPA
AURO UNGÜENTO,AURO UNGUENTO X 500 G,240,606UG02,200 KG,2026-07,2030-07,2030-07,2031-07,48,3439-BD,QOPPA
VANOVET,VANOVET X 120 ML,21,606VV01,1000 L,2026-07,2029-07,2029-07,2030-07,36,2497-DB,FARMATEC
VANOVET,VANOVET X 3750 ML,266,606VV01,1000 L,2026-07,2029-07,2029-07,2030-07,36,2497-DB,FARMATEC
VANOVET,VANOVET X 120 ML,21,606VV02,1000 L,2026-07,2029-07,2029-07,2030-07,36,2497-DB,FARMATEC
VANOVET,VANOVET X 3750 ML,266,606VV02,1000 L,2026-07,2029-07,2029-07,2030-07,36,2497-DB,FARMATEC
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,8334,606FO05,1000 L,2026-07,2028-07,2028-07,2029-07,24,4919-DB,QOPPA
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,8334,606FO06,1000 L,2026-07,2028-07,2028-07,2029-07,24,4919-DB,QOPPA
AUROFARVIT ORAL,AUROFARVIT ORAL  X 1000 ML,1000,606FO07,1000 L,2026-07,2028-07,2028-07,2029-07,24,4919-DB,QOPPA
CIPERMETRINA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,2000,606CI14,2000 L,2026-07,2029-07,2029-07,2030-07,36,6671-MV,INSEC
