OP,NOMBRE DE PRODUCTO (IGUAL A LA OP),LOTE,¿BR COMPLETO?,OBSERVACIONES ,UBICACIÓN ASIGNADA,,,,,,
NE,Q-MUTIN,309MT08,2025-09,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
05/10/2023,DOXYCOL,309DO05,2025-09,24 MESES,300 KG,1 KG,PROQUIVET,,,,
31/10/2023,PENIDEXINA,309PS03,2025-09,24 MESES,"25,628 KG","4 MILLONES
8 MILLONES",LIXMAR,,,,
,Q-MUTIN,309MT09,2025-09,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,Q-MUTIN,309MT10,2025-09,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
28/09/2023,AUROTEL,310AU05,2025-10,24 MESES,200 L,250 ML,QOPPA,,,,
27/09/2023,AUROFARVIT ORAL,310FO11,2025-10,24 MESES,1020 L,120 ML,QOPPA,,,,
27/09/2023,AUROFARVIT ORAL,310FO12,2025-10,24 MESES,1020 L,1000 ML,QOPPA,,,,
27/09/2023,AUROFARVIT ORAL,310FO13,2025-10,24 MESES,1020 L,4000 ML,QOPPA,,,,
03/10/2023,AUROFRESH CHAMPU,310AF08,2025-10,24 MESES,400 L,"120 ML
250 ML",QOPPA,,,,
03/10/2023,AUROFRESH CHAMPU,310AF07,2025-10,24 MESES,400 L,"1000 ML
2000 ML",QOPPA,,,,
03/10/2023,CABATEL NF,310CN03,2025-10,24 MESES,100 L,"20 ML
100 ML
500 ML",QOPPA,,,,
04/10/2023,FERRYDECK,310FD03,2025-10,24 MESES,68 L,"50 ML
100 ML",DECNO,,,,
NE,Q-SULFATYL-T,310SF08T,2025-10,24 MESES,5600 KG,25 KG,ITALCOL,,,,
05/10/2023,AUROTEL,310AU06,2025-10,24 MESES,200 L,250 ML,QOPPA,,,,
23/10/2023,CREO-TAY,310CT06,2025-10,24 MESES,1000 L,"120 ML
500 ML
1000 ML
3800 ML",FARMATEC,,,,
23/10/2023,CREO-TAY,310CT07,2025-10,24 MESES,1000 L,"120 ML
1000 ML
3800 ML
20 L",FARMATEC,,,,
10/10/2023,AUROVITEL,310AV04,2025-10,24 MESES,300 KG,"20 G
1 KG",PROQUIVET,,,,
18/10/2023,QTYCON,310QT02,2025-10,24 MESES,150 KG,30 G,QOPPA,,,,
NE,NICARCOX,310NX05-1,2025-10,24 MESES,6700 KG,25 KG,PROQUIVET,,,,
NE,AUROQUINOL 60,310AQ07,2025-10,24 MESES,600 KG,25 KG,ITALCOL,,,,
27/10/2023,BRILLAPEL,310BR08,2025-10,24 MESES,300 KG,150 G,ITALCOL,,,,
27/10/2023,BRILLAPEL,310BR09,2025-10,24 MESES,300 KG,150 G,ITALCOL,,,,
27/10/2023,BRILLAPEL,310BR10,2025-10,24 MESES,300 KG,150 G,ITALCOL,,,,
NE,PREV-OX ACUA,304PA01,2025-10,#N/D,5600 KG,25 KG,ITALCOL,,,,
02/11/2023,SULFATROPHIN ORAL,311SO02,2025-11,24 MESES,500 L,"10 ML
50 ML
100 ML
1000 ML",QOPPA,,,,
03/11/2023,AUROFRESH CHAMPU,311AF09,2025-11,24 MESES,1000 L,120 ML,QOPPA,,,,
09/11/2023,Q-MUTIN,311MT12,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT13,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT14,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT15,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT16,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT17,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT18,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT19,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT20,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
09/11/2023,Q-MUTIN,311MT21,2025-11,24 MESES,300 KG,25 KG,PROQUIVET,,,,
15/11/2023,Q-OXY 200 L.A,311OX04,2025-11,24 MESES,500 L,"50 ML
100 ML
250 ML
500 ML",DECNO,,,,
10/11/2023,AURORAC,311RC08,2025-11,24 MESES,8400 KG,25 KG,GDI,,,,
23/11/2023,AUROPETS SENIOR,311AS02,2025-11,24 MESES,50 KG,200 G,FARMANDINA,,,,
20/11/2023,QTYCON,311QT03,2025-11,24 MESES,150 KG,30 G,QOPPA,,,,
23/11/2023,CIPROFARM,311CX02,2025-11,24 MESES,300 KG,1 KG,PROQUIVET,,,,
27/11/2023,AUROVITEL,311AV05,2025-11,24 MESES,300 KG,"10 G
20 G",PROQUIVET,,,,
22/11/2023,HEPAXYN,311HP07,2025-11,24 MESES,9800 KG,25 KG,GDI,,,,
22/11/2023,PANTOX,311PX32,2025-11,24 MESES,17000 KG,25 KG,GDI,,,,
24/11/2023,AUROTEL,311AU08,2025-11,24 MESES,300 L,"2,5 ML
5 ML
10 ML",QOPPA,,,,
NE,Q-SULFATYL-T,311SF09T,2025-11,24 MESES,9800 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,311MT11,2025-11,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,PANTOX,311PX33,2025-11,24 MESES,17000 KG,25 KG,ITALCOL,,,,
NE,Q-MUTIN,311MT12,2025-11,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,Q-MUTIN,311MT13,2025-11,24 MESES,19600 KG,25 KG,PROQUIVET,,,,
NE,Q-TILMICOX,311TL02,2025-11,24 MESES,2800 KG,25 KG,PROQUIVET,,,,
09/05/2023,Q-NORFLOXAN,305NF01,2025-11,30 MESES,1000 L,"20 ML
100 ML
1000 ML",QOPPA,,,,
28/11/2023,AUROFARVIT ORAL,312FO14,2025-12,24 MESES,1020 L,120 ML,QOPPA,,,,
28/11/2023,AUROFARVIT ORAL,312FO15,2025-12,24 MESES,1020 L,1000 ML,QOPPA,,,,
28/11/2023,AUROFARVIT ORAL,312FO16,2025-12,24 MESES,1020 L,4000 ML,QOPPA,,,,
28/11/2023,AUROTEL,312AU07,2025-12,24 MESES,200 L,250 ML,QOPPA,,,,
27/11/2023,CREO-TAY,312CT08,2025-12,24 MESES,1000 L,"120 ML
250 ML
500 ML
3800 ML",FARMATEC,,,,
NE,Q-CLORMUTIN,312CM03,2025-12,24 MESES,2800 KG,25 KG,PROQUIVET,,,,
NE,Q-SULFATYL-T,312SF10T,2025-12,24 MESES,9000 KG,25 KG,ITALCOL,,,,
NE,Q-SULFATYL-T,312SF11T,2025-12,24 MESES,9800 KG,25 KG,ITALCOL,,,,
NE,AUROQUINOL 60,312AQ08,2025-12,24 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,AURORAC,312RC09,2025-12,24 MESES,9800 KG,25 KG,ITALCOL,,,,
NE,Q-FLORFEN,303FL01,2025-12,33 MESES,100 KG,25 KG,PROQUIVET,,,,
30/05/2023,Q-FLORFEN,303FL01,2025-12,33 MESES,90 KG,1 KG,PROQUIVET,,,,
13/12/2023,QTYCON,401QT01,2026-01,24 MESES,150 KG,30 G,QOPPA,,,,
26/01/2023,SULFATROPHIN INYECTABLE,301SI01,2026-01,36 MESES,300 L,"10 ML
50 ML
100 ML",DECNO,,,,
20/01/2023,CIPERMETRINA,301CI01,2026-01,36 MESES,1000 L,1000 ML,RATAR,,,,
09/02/2023,ERIPANTO,302EP01,2026-02,36 MESES,100 KG,24 G,FARMANDINA,,,,
21/02/2023,ERIPANTO INYECTABLE,302EI01,2026-02,36 MESES,200 L,"50 ML
100 ML",DECNO,,,,
22/02/2023,CIPERMETRINA,302CI03,2026-02,36 MESES,1000 L,1000 ML,RATAR,,,,
22/02/2023,AVICUR POLVO,302AC01,2026-02,36 MESES,300 KG,20 G,PROQUIVET,,,,
22/02/2023,AVICUR POLVO,302AC02,2026-02,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
22/02/2023,AVICUR POLVO,302AC03,2026-02,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
28/02/2023,CIPERMETRINA,302CI02,2026-02,36 MESES,1000 L,"20 ML
100 ML
500 ML
1000 ML",RATAR,,,,
14/04/2023,AUROPUPPY,302PE01,2026-02,36 MESES,200 L,"2,5 ML
5 ML",QOPPA,,,,
NE,Q-FLORFEN,306FL02,2026-03,33 MESES,7000 KG,25 KG,PROQUIVET,,,,
08/03/2023,AUROPETS JABÓN,303AJ01,2026-03,36 MESES,500 KG,100 G,ARJONA,,,,
14/03/2023,VANOVET,303VV03,2026-03,36 MESES,1000 L,"1000 ML
3750 ML
18,75 L",FARMATEC,,,,
16/03/2023,Q-IVERMEC 3.5,303QI01,2026-03,36 MESES,500 L,"50 ML
250 ML
500 ML",DECNO,,,,
16/03/2023,BOLDEBIG,303BO01,2026-03,36 MESES,250 L,"250 ML
500 ML",DECNO,,,,
16/03/2023,AUROMECK INYECTABLE,303AM01,2026-03,36 MESES,300 L,"50 ML
200 ML
500 ML",DECNO,,,,
23/10/2023,Q-NORFLOXAN,310NF02,2026-04,30 MESES,500 L,"20 ML
100 ML
1000 ML",QOPPA,,,,
NE,Q-FLORFEN,307FL03,2026-04,33 MESES,2200 KG,25 KG,PROQUIVET,,,,
02/08/2023,Q-FLORFEN,307FL02,2026-04,33 MESES,300 KG,1 KG,PROQUIVET,,,,
15/08/2023,Q-FLORFEN,307FL03,2026-04,33 MESES,300 KG,1 KG,PROQUIVET,,,,
10/04/2023,Q-MICOSPECTIN,304MC01,2026-04,36 MESES,100 KG,"100 G
25 KG",PROQUIVET,,,,
10/04/2023,Q-MICOSPECTIN,304MC02,2026-04,36 MESES,100 KG,"100 G
25 KG",PROQUIVET,,,,
10/04/2023,Q-MICOSPECTIN,304MC03,2026-04,36 MESES,100 KG,"100 G
25 KG",PROQUIVET,,,,
04/04/2023,VANOVET,304VV01,2026-04,36 MESES,1000 L,"120 ML
1000 ML
3750 ML",FARMATEC,,,,
30/03/2023,AUROCHAMPU-P,304AP01,2026-04,36 MESES,240 L,120 ML,RATAR,,,,
12/04/2023,CABATEL,304CA01,2026-04,36 MESES,200 L,"20 ML
500 ML",QOPPA,,,,
13/04/2023,AUROPETS JABÓN,304AJ02,2026-04,36 MESES,500 KG,"100 G
30 G",ARJONA,,,,
19/04/2023,PULPHOX,304PH01,2026-04,36 MESES,300 KG,100 G,RATAR,,,,
NE,PREV-OX,304PV08,2026-04,36 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,Q-MICOSPECTIN,304MC03,2026-04,36 MESES,2800 KG,25 KG,PROQUIVET,,,,
31/10/2023,Q-NORFLOXAN,311NF03,2026-05,30 MESES,500 L,"20 ML
100 ML
1000 ML",QOPPA,,,,
NE,Q-FLORFEN,308FL04,2026-05,33 MESES,9800 KG,25 KG,PROQUIVET,,,,
05/05/2023,CIPERMETRINA,305CI05,2026-05,36 MESES,1000 L,1000 ML,RATAR,,,,
05/05/2023,CIPERMETRINA,305CI06,2026-05,36 MESES,1000 L,1000 ML,RATAR,,,,
04/05/2023,SULFATROPHIN INYECTABLE,305SI02,2026-05,36 MESES,300 L,"10 ML
50 ML
100 ML",DECNO,,,,
05/05/2023,CIPERMETRINA,305CI04,2026-05,36 MESES,1000 L,"20 ML
100 ML
1000 ML",RATAR,,,,
23/05/2023,VANOVET,305VV02,2026-05,36 MESES,1000 L,"1000 ML
3750 ML
18,75 L",FARMATEC,,,,
12/05/2023,AVICUR POLVO,305AC06,2026-05,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
12/05/2023,AVICUR POLVO,305AC07,2026-05,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
NE,PREV-OX,305PV09,2026-05,36 MESES,19600 KG,25 KG,ITALCOL,,,,
16/05/2023,AVICUR POLVO,305AC05,2026-05,36 MESES,300 KG,1 KG,PROQUIVET,,,,
17/05/2023,ERIPANTO,305EP02,2026-05,36 MESES,"100,008 KG",24 G,FARMANDINA,,,,
23/05/2023,VANOVET,305VV04,2026-05,36 MESES,1000 L,"120 ML
1000 ML",FARMATEC,,,,
23/05/2023,VANOVET,305VV05,2026-05,36 MESES,1000 L,"1000 ML
18,75 L",FARMATEC,,,,
NE,AUROMECK INYECTABLE,305AM02,2026-05,36 MESES,300 L,"50 ML
200 ML
500 ML",SFC,,,,
NE,Q-IVERMEC 3.5,305QI02,2026-05,36 MESES,300 L,"50 ML
250 ML
500 ML",SFC,,,,
NE,Q-IVERMEC 3.5,305QI03,2026-05,36 MESES,200 L,"50 ML
250 ML
500 ML",SFC,,,,
NE,PREV-OX,305PV10,2026-05,36 MESES,19600 KG,25 KG,ITALCOL,,,,
14/06/2023,AUROPETS JABÓN,305AJ03,2026-05,36 MESES,1000 KG,"100 G
30 G",ARJONA,,,,
08/06/2023,CIPERMETRINA,306CI07,2026-06,36 MESES,1000 L,1000 ML,RATAR,,,,
08/06/2023,CIPERMETRINA,306CI08,2026-06,36 MESES,1000 L,1000 ML,RATAR,,,,
08/06/2023,CIPERMETRINA,306CI09,2026-06,36 MESES,1000 ML,1000 ML,RATAR,,,,
14/06/2023,AVICUR POLVO,306AC04,2026-06,36 MESES,300 KG,20 G,PROQUIVET,,,,
NE,PREV-OX,306PV11,2026-06,36 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,PREV-OX,306PV12,2026-06,36 MESES,19600 KG,25 KG,ITALCOL,,,,
30/06/2023,AVICUR POLVO,307AC09,2026-07,36 MESES,300 KG,1 KG,PROQUIVET,,,,
30/06/2023,AVICUR POLVO,307AC10,2026-07,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
30/06/2023,AVICUR POLVO,307AC11,2026-07,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
14/07/2023,CIPERMETRINA,307CI10,2026-07,36 MESES,1000 L,1000 ML,RATAR,,,,
14/07/2023,AUROTILMICOSIN,307AT01,2026-07,36 MESES,200 L,"240 ML
1000 ML",QOPPA,,,,
11/07/2023,VANOVET,307VV06,2026-07,36 MESES,1000 L,"120 ML
1000 ML
3750 ML",FARMATEC,,,,
11/07/2023,VANOVET,307VV07,2026-07,36 MESES,1000 L,"1000 ML
18,75 L",FARMATEC,,,,
24/07/2023,CIPERMETRINA,307CI11,2026-07,36 MESES,1000 L,"20 ML
100 ML
500 ML",RATAR,,,,
NE,PREV-OX,307PV13,2026-07,36 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,PREV-OX ACUA,307PA02,2026-07,#N/D,5600 KG,25 KG,ITALCOL,,,,
NE,Q-FLORFEN,311FL05,2026-08,33 MESES,9800 KG,25 KG,PROQUIVET,,,,
02/08/2023,BOLDEBIG,308BO02,2026-08,36 MESES,400 L,"250 ML
500 ML",DECNO,,,,
11/08/2023,AUROPETS JABÓN,308AJ04,2026-08,36 MESES,500 KG,100 G,ARJONA,,,,
14/08/2023,ERIPANTO,308EP03,2026-08,36 MESES,"100,008 KG",24 G,FARMANDINA,,,,
15/08/2023,AVICUR POLVO,308AC08,2026-08,36 MESES,300 KG,20 G,PROQUIVET,,,,
17/08/2023,CIPERMETRINA,308CI12,2026-08,36 MESES,1000 L,"20 ML
100 ML
500 ML",RATAR,,,,
16/08/2023,VANOVET,308VV09,2026-08,36 MESES,1000 L,"1000 L
18,75 L",FARMATEC,,,,
16/08/2023,VANOVET,308VV11,2026-08,36 MESES,1000 L,"1000 L
18,75 L",FARMATEC,,,,
16/08/2023,VANOVET,308VV10,2026-08,36 MESES,1000 L,"120 ML
1000 ML
3750 ML",FARMATEC,,,,
24/08/2023,RAFOXANIDE,308RA01,2026-08,36 MESES,1000 L,"30 ML
120 ML
1000 ML",QOPPA,,,,
NE,PREV-OX,308PV14,2026-08,36 MESES,19600 KG,25 KG,ITALCOL,,,,
22/09/2023,AUROPUPPY,308PE02,2026-08,36 MESES,200 L,"2,5 ML
5 ML",QOPPA,,,,
NE,PREV-OX ACUA,308PA03,2026-08,#N/D,5600 KG,25 KG,ITALCOL,,,,
NE,Q-FLORFEN,312FL06,2026-09,33 MESES,7000 KG,25 KG,PROQUIVET,,,,
19/09/2023,VANOVET,309VV08,2026-09,36 MESES,1000 L,"120 ML
1000 ML",FARMATEC,,,,
13/09/2023,AUROMECK INYECTABLE,309AM03,2026-09,36 MESES,300 L,"50 ML
200 ML
500 ML",DECNO,,,,
13/09/2023,CIPERMETRINA,309CI13,2026-09,36 MESES,1000 L,1000 ML,RATAR,,,,
13/09/2023,CIPERMETRINA,309CI14,2026-09,36 MESES,1000 L,"500 ML
1000 ML",RATAR,,,,
NE,PREV-OX,309PV15,2026-09,36 MESES,19600 KG,25 KG,ITALCOL,,,,
15/09/2023,Q-IVERMEC 3.5,309QI04,2026-09,36 MESES,500 L,"50 ML
250 ML
500 ML",DECNO,,,,
19/09/2023,AVICUR POLVO,309AC12,2026-09,36 MESES,300 KG,1 KG,PROQUIVET,,,,
19/09/2023,AVICUR POLVO,309AC13,2026-09,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
19/09/2023,AVICUR POLVO,309AC14,2026-09,36 MESES,300 KG,"12,5 KG",PROQUIVET,,,,
28/09/2023,AUROPETS JABÓN,309AJ05,2026-09,36 MESES,1000 KG,100 G,ARJONA,,,,
NE,PREV-OX,309PV16,2026-09,36 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,Q-MICOSPECTIN L,309MC01L,2026-09,36 MESES,2800 KG,25 KG,PROQUIVET,,,,
NE,PREV-OX ACUA,309PA04,2026-09,#N/D,5600 KG,25 KG,ITALCOL,,,,
10/10/2023,CIPERMETRINA,310CI15,2026-10,36 MESES,1000 L,1000 ML,RATAR,,,,
10/10/2023,CIPERMETRINA,310CI16,2026-10,36 MESES,1000 ML,1000 ML,RATAR,,,,
13/10/2023,BOLDEBIG,310BO03,2026-10,36 MESES,400 L,"50 ML
250 ML
500 ML",DECNO,,,,
19/10/2023,CIPERMETRINA,310CI17,2026-10,36 MESES,1000 L,1000 ML,RATAR,,,,
19/10/2023,CIPERMETRINA,310CI18,2026-10,36 MESES,1000 L,1000 ML,RATAR,,,,
19/10/2023,CIPERMETRINA,310CI20,2026-10,36 MESES,1000 ML,1000 ML,RATAR,,,,
23/10/2023,VANOVET,310VV12,2026-10,36 MESES,1000 L,"120 ML
1000 ML",FARMATEC,,,,
NE,PREV-OX,310PV17,2026-10,36 MESES,19600 KG,25 KG,ITALCOL,,,,
27/10/2023,AVICUR POLVO,310AC15,2026-10,36 MESES,300 KG,20 G,PROQUIVET,,,,
27/10/2023,VANOVET,310VV13,2026-10,36 MESES,1000 L,"1000 ML
18,75 L",FARMATEC,,,,
27/10/2023,VANOVET,310VV14,2026-10,36 MESES,1000 L,"1000 ML
3750 ML",FARMATEC,,,,
27/10/2023,VANOVET,310VV15,2026-10,36 MESES,1000 L,"120 ML
3750 ML",FARMATEC,,,,
NE,Q-MICOSPECTIN L,310MC02L,2026-10,36 MESES,2350 KG,25 KG,PROQUIVET,,,,
07/11/2023,AUROCHAMPU-P,311AP02,2026-11,36 MESES,240 L,120 ML,RATAR,,,,
NE,PREV-OX,311PV18,2026-11,36 MESES,19600 KG,25 KG,ITALCOL,,,,
15/11/2023,ERIPANTO INYECTABLE,311EI02,2026-11,36 MESES,20 L,50 ML,DECNO,,,,
15/11/2023,ERIPANTO INYECTABLE,311EI03,2026-11,36 MESES,20 L,50 ML,DECNO,,,,
15/11/2023,ERIPANTO INYECTABLE,311EI04,2026-11,36 MESES,20 L,50 ML,DECNO,,,,
16/11/2023,CIPERMETRINA,311CI19,2026-11,36 MESES,1000 L,"20 ML
100 ML
500 ML",RATAR,,,,
16/11/2023,CIPERMETRINA,311CI21,2026-11,36 MESES,1000 L,1000 ML,RATAR,,,,
16/11/2023,CIPERMETRINA,311CI22,2026-11,36 MESES,1000 L,1000 ML,RATAR,,,,
20/11/2023,CABATEL,311CA02,2026-11,36 MESES,200 L,"20 ML
500 ML",QOPPA,,,,
NE,Q-MICOSPECTIN,311MC04,2026-11,36 MESES,1075 KG,25 KG,PROQUIVET,,,,
NE,PREV-OX,312PV19,2026-11,36 MESES,19600 KG,25 KG,ITALCOL,,,,
13/12/2023,VANOVET,312VV16,2026-12,36 MESES,1000 L,"1000 ML
3750 ML",FARMATEC,,,,
,Q-MICOSPECTIN,312MC05,2026-12,36 MESES,500 KG,25 KG,PROQUIVET,,,,
,Q-MICOSPECTIN,312MC05-2,2026-12,36 MESES,500 KG,25 KG,PROQUIVET,,,,
13/12/2023,VANOVET,312VV17,2026-12,36 MESES,1000 L,"1000 ML
3750 ML",FARMATEC,,,,
,Q-MICOSPECTIN,312MC05-3,2026-12,36 MESES,1100 KG,25 KG,PROQUIVET,,,,
NE,PREV-OX,312PV20,2026-12,36 MESES,19600 KG,25 KG,ITALCOL,,,,
NE,PREV-OX ACUA,312PA05,2026-12,#N/D,5600 KG,25 KG,ITALCOL,,,,
13/12/2023,AUROPETS JABÓN,401AJ01,2027-01,36 MESES,500 KG,100 G,ARJONA,,,,
N.A,CIPERMETRINA,401CI01,2027-01,36 MESES,1000 L,1000 ML,RATAR,,,,
N.A,CIPERMETRINA,401CI02,2027-01,36 MESES,1000 L,1000 ML,RATAR,,,,
N.A,CIPERMETRINA,401CI03,2027-01,36 MESES,1000 L,1000 ML,RATAR,,,,
27/01/2023,AUROUNGUENTO,301UG01,2027-01,48 MESES,100 KG,"100 G
500 G",QOPPA,,,,
23/02/2023,PORCIX,302PO01,2027-02,48 MESES,300 KG,20 G,PROQUIVET,,,,
21/03/2023,SULFACOCCIDIOL,303SC01,2027-03,48 MESES,300 KG,"25 G
1 KG",PROQUIVET,,,,
14/04/2023,SULFACOCCIDIOL,304SC02,2027-04,48 MESES,200 KG,1 KG,PROQUIVET,,,,
09/06/2023,PORCIX,306PO02,2027-06,48 MESES,200 KG,20 G,PROQUIVET,,,,
07/07/2023,SULFACOCCIDIOL,307SC03,2027-07,48 MESES,300 KG,"25 G
1 KG",PROQUIVET,,,,
NA,SULFACOCCIDIOL,308SC04,2027-08,48 MESES,300 KG,"25 G
1 KG",PROQUIVET,,,,
24/08/2023,SULFACOCCIDIOL,308SC04,2027-08,48 MESES,300 KG,"25 G
1 KG",PROQUIVET,,,,
15/09/2023,SULFACOCCIDIOL,309SC05,2027-09,48 MESES,300 KG,1 KG,PROQUIVET,,,,
15/09/2023,PORCIX,309PO03,2027-09,48 MESES,300 KG,20 G,PROQUIVET,,,,
09/10/2023,COCCIDIOL,309CP01,2027-09,48 MESES,300 KG,"25 G
1 KG",PROQUIVET,,,,
20/11/2023,AUROUNGUENTO,311UG02,2027-11,48 MESES,100 KG,"100 G
500 G",QOPPA,,,,
30/05/2023,Q-FLORFEN,PILOTO 1,N.A,33 MESES,30 KG,100 G,PROQUIVET,,,,
30/05/2023,Q-FLORFEN,PILOTO 2,N.A,33 MESES,30 KG,100 G,PROQUIVET,,,,
30/05/2023,Q-FLORFEN,PILOTO 3,N.A,33 MESES,30 KG,100 G,PROQUIVET,,,,
27/01/2023,ANAPIRAN,PILOTO 1,N.E,24 MESES,40 L,50 ML,DECNO,,,,
27/01/2023,ANAPIRAN,PILOTO 2,N.E,24 MESES,40 L,50 ML,DECNO,,,,
27/01/2023,ANAPIRAN,PILOTO 3,N.E,24 MESES,40 L,50 ML,DECNO,,,,
21/02/2023,ERIPANTO INYECTABLE,PILOTO 1,N.E,36 MESES,20 L,50 ML,DECNO,,,,
21/02/2023,ERIPANTO INYECTABLE,PILOTO 2,N.E,36 MESES,20 L,50 ML,DECNO,,,,
21/02/2023,ERIPANTO INYECTABLE,PILOTO 3,N.E,36 MESES,20 L,50 ML,DECNO,,,,
27/01/2023,AUROUNGUENTO,PILOTO 1,N.E,48 MESES,10 KG,100 ML,QOPPA,,,,
27/01/2023,AUROUNGUENTO,PILOTO 2,N.E,48 MESES,10 KG,100 ML,QOPPA,,,,
27/01/2023,AUROUNGUENTO,PILOTO 3,N.E,48 MESES,10 KG,100 ML,QOPPA,,,,
PRODUCTO,LOTE,F.V OP,TAMAÑO DE LOTE,PRESENTACIONES DE LA OP,MAQUILADOR REAL,,,,,,
Q-MUTIN,311MT14,2025-11,19600 KG,25 KG,ITALCOL,,,,,,
Q-MICOSPECTIN,401MC01,2027-01,2800 KG,25 KG,ITALCOL,,,,,,
AUROESENCIAL,401ES01,2026-01,1000 KG,25 KG,ITALCOL,,,,,,
HEPAXYN,401HP01,2026-01,10500 KG,25 KG,ITALCOL,,,,,,
AUROQUINOL 60,401AQ01,2026-01,5600 KG,25 KG,GDI,,,,,,
PORCIX,401PO01,2028-01,300 KG,20 G,PROQUIVET,,,,,,
PREV-OX AQUA,401PA01,2027-01,5600 KG,25 KG,ITALCOL,,,,,,
PREV-OX,401PV01,2027-01,19600 KG,25 KG,ITALCOL,,,,,,
Q-MICOSPECTIN,401MC02,2027-01,2800 KG,25 KG,ITALCOL,,,,,,
Q-MUTIN,401MT01,2026-01,19600 KG,25 KG,ITALCOL,,,,,,
CREO-TAY,402CT02,2026-02,1000 L,3800 ML,FARMATEC,,,,,,
CREO-TAY,402CT01,2026-02,1000 L,"1000 ML
20 L",FARMATEC,,,,,,
PREV-OX,402PV02,2027-02,9800 KG,25 KG,ITALCOL,,,,,,
CIPERMETRINA,402CI01,2027-02,1000 L,1000 ML,RATAR,,,,,,
CIPERMETRINA,402CI02,2027-02,1000 L,1000 ML,RATAR,,,,,,
CIPERMETRINA,402CI03,2027-02,1000 L,1000 ML,RATAR,,,,,,
Q-MUTIN,401MT02,2026-01,19600 KG,25 KG,ITALCOL,,,,,,
AURORAC,401RC01,2026-01,9600 KG,25 KG,ITALCOL,,,,,,
Q-SULFATYL-T,401SF02T,2026-12,1400 KG,25 KG,ITALCOL,,,,,,
CIPROFARM,401CX01,2026-01,1400 KG,25 KG,ITALCOL,,,,,,
PREV-OX,402PV03,2027-02,19600 KG,25 KG,ITALCOL,,,,,,
PREV-OX AQUA,402PA02,2027-02,5600 KG,25 KG,ITALCOL,,,,,,
PRO-HEALT,401HL01,2025-01,5600 KG,25 KG,ITALCOL,,,,,,
AUROQUINOL 60,402AQ02,2026-02,19600 KG,25 KG,ITALCOL,,,,,,
Q-NORFLOXAN,402NF01,2026-08,500 L,"20 ML
100 ML
1000 ML",QOPPA,,,,,,
Q-NORFLOXAN,402NF02,2026-08,500 L,"20 ML
100 ML
1000 ML",QOPPA,,,,,,
Q-NORFLOXAN,402NF03,2026-08,500 L,"100 ML
1000 ML",QOPPA,,,,,,
DOXYCOL,402DO01,2026-02,300 KG,"150 G
1 KG",PROQUIVET,,,,,,
DOXYCOL,402DO02,2026-02,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
DOXYCOL,402DO03,2026-02,100 KG,"150 G
1 KG",PROQUIVET,,,,,,
AUROVITEL,403AV01,2026-03,300 KG,20 G,PROQUIVET,,,,,,
PORCIX,403PO02,2028-03,300 KG,20 G,PROQUIVET,,,,,,
BOLDEBIG,403BO01,2027-03,400 L,"50 ML
250 ML
500 ML",DECNO,,,,,,
AVICUR POLVO,402AC01,2027-02,300 KG,"12,5 KG",PROQUIVET,,,,,,
AVICUR POLVO,403AC03,2027-03,300 KG,1 KG,PROQUIVET,,,,,,
Q-MUTIN,402MT03,2026-02,19600 KG,25 KG,ITALCOL,,,,,,
Q-FLORFEN,401FL01,2026-10,2950 KG,25 KG,ITALCOL,,,,,,
GLH-20,402GL01,2025-02,1000 L,"3800 ML
20 L",FARMATEC,,,,,,
